編號,主分類,年段,次分類,教材名稱,標準網頁檔名,相對路徑,線上瀏覽網址,核心學習重點
"139","語文學習集","九上","語文成語","雙句成語(上)","yuwen-idiom-paired-1.html","yuwen-practice/yuwen-idiom-paired-1.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-idiom-paired-1.html","前後兩句呼應對仗的經典成語典故(上)。"
"140","語文學習集","九上","語文成語","雙句成語(下)","yuwen-idiom-paired-2.html","yuwen-practice/yuwen-idiom-paired-2.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-idiom-paired-2.html","前後兩句呼應對仗的經典成語典故(下)。"
"141","語文學習集","九上","語文成語","書籍典故成語","yuwen-idiom-book-allusions.html","yuwen-practice/yuwen-idiom-book-allusions.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-idiom-book-allusions.html","出自《左傳》、《莊子》、《戰國策》等名著的成語。"
"142","語文學習集","九上","語文成語","孟子相關成語","yuwen-idiom-mencius.html","yuwen-practice/yuwen-idiom-mencius.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-idiom-mencius.html","《孟子》雄辯滔滔中蘊含的深刻哲理成語。"
"143","語文學習集","九上","語文成語","戰國策相關成語","yuwen-idiom-zhanguoce.html","yuwen-practice/yuwen-idiom-zhanguoce.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-idiom-zhanguoce.html","狡兔三窟、狐假虎威、鷸蚌相爭等《戰國策》縱橫策士經典歷史成語與典故探究。"
"144","語文學習集","九上","詞語運用","易混淆詞語","yuwen-confusable-words.html","yuwen-practice/yuwen-confusable-words.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-confusable-words.html","字形或字義相近但用法大不相同的常考詞語辨析。"
"145","語文學習集","九上","詞語運用","生活常用詞","yuwen-daily-words.html","yuwen-practice/yuwen-daily-words.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-daily-words.html","日常會話與寫作中經常使用與容易用錯的詞彙。"
"146","語文學習集","九上","文化常識","句子涵義(白話文)","yuwen-sentence-meaning-vernacular.html","yuwen-practice/yuwen-sentence-meaning-vernacular.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-sentence-meaning-vernacular.html","現代散文名篇佳句深層主旨與文意脈絡理解。"
"147","語文學習集","九上","文化常識","句子涵義(文言文)","yuwen-sentence-meaning-classical.html","yuwen-practice/yuwen-sentence-meaning-classical.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-sentence-meaning-classical.html","文言經典名言直譯、意譯與哲理內涵解析。"
"148","語文學習集","九上","文化常識","句子涵義(俗諺)","yuwen-sentence-meaning-proverbs.html","yuwen-practice/yuwen-sentence-meaning-proverbs.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-sentence-meaning-proverbs.html","民間智慧俗語、格言、警句的涵義與情境應用。"
"149","語文學習集","九上","文化常識","蘇軾名句填空","yuwen-quotes-sushi.html","yuwen-practice/yuwen-quotes-sushi.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-quotes-sushi.html","東坡名篇〈赤壁賦〉、〈念奴嬌〉、〈水調歌頭〉、〈記承天寺夜遊〉千古名句精準填空。"
"150","語文學習集","九上","文化常識","宋詞50精選填空","yuwen-song-ci-50.html","yuwen-practice/yuwen-song-ci-50.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-song-ci-50.html","李清照、辛棄疾、蘇軾、歐陽脩、柳永等兩宋豪放婉約名家五十首精選詞句填空。"
"151","語文學習集","九上","文化常識","宋詞精選填空(上)","yuwen-song-ci-1.html","yuwen-practice/yuwen-song-ci-1.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-song-ci-1.html","北宋名家詞作（晏殊、歐陽脩、柳永、蘇軾、秦觀等）經典名句精選填空測驗。"
"152","語文學習集","九上","文化常識","宋詞精選填空(下)","yuwen-song-ci-2.html","yuwen-practice/yuwen-song-ci-2.html","https://oaoadna-1313.github.io/2026_practicetools/yuwen-practice/yuwen-song-ci-2.html","南宋名家詞作（李清照、辛棄疾、陸游、姜夔等）千古傳誦經典名篇精選填空測驗。"
"153","橘子形音義","九上","字形","(橘子)10-1[字形]易錯字(上)","orange-10-1-shape-typo-1.html","orange-practice/orange-10-1-shape-typo-1.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-10-1-shape-typo-1.html","形近易錯國字精準辨別特訓(上)。"
"154","橘子形音義","九上","字形","(橘子)10-1[字形]易錯字(下)","orange-10-1-shape-typo-2.html","orange-practice/orange-10-1-shape-typo-2.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-10-1-shape-typo-2.html","形近易錯國字精準辨別特訓(下)。"
"155","橘子形音義","九上","字形","(橘子)10-2[字形]常誤用字辨別","orange-10-2-shape-misused.html","orange-practice/orange-10-2-shape-misused.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-10-2-shape-misused.html","字音相同但字義大不相同的易誤用字辨析。"
"156","橘子形音義","九上","字形","(橘子)10-3[字形]形近字(上)","orange-10-3-shape-similar-1.html","orange-practice/orange-10-3-shape-similar-1.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-10-3-shape-similar-1.html","偏旁部首微小差異的形近字對比與造詞(上)。"
"157","橘子形音義","九上","字形","(橘子)10-3[字形]形近字(中)","orange-10-3-shape-similar-2.html","orange-practice/orange-10-3-shape-similar-2.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-10-3-shape-similar-2.html","偏旁部首微小差異的形近字對比與造詞(中)。"
"158","橘子形音義","九上","字形","(橘子)10-3[字形]形近字(下)","orange-10-3-shape-similar-3.html","orange-practice/orange-10-3-shape-similar-3.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-10-3-shape-similar-3.html","偏旁部首微小差異的形近字對比與造詞(下)。"
"159","橘子形音義","九上","字音","(橘子)11-1[字音]常誤讀字-01成語類別","orange-11-1-sound-idiom.html","orange-practice/orange-11-1-sound-idiom.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-1-sound-idiom.html","成語中極易讀錯的重點國字注音加強。"
"160","橘子形音義","九上","字音","(橘子)11-1[字音]常誤讀字-02美食料理","orange-11-1-sound-food.html","orange-practice/orange-11-1-sound-food.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-1-sound-food.html","菜名、食材與料理手法的特殊讀音測驗。"
"161","橘子形音義","九上","字音","(橘子)11-1[字音]常誤讀字-03蟲魚鳥獸","orange-11-1-sound-animals.html","orange-practice/orange-11-1-sound-animals.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-1-sound-animals.html","動植物名稱中的生僻專用字注音辨析。"
"162","橘子形音義","九上","字音","(橘子)11-1[字音]常誤讀字-04其他(上)","orange-11-1-sound-others-1.html","orange-practice/orange-11-1-sound-others-1.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-1-sound-others-1.html","日常生活與常見專有名詞常誤讀字(上)。"
"163","橘子形音義","九上","字音","(橘子)11-1[字音]常誤讀字-04其他(中)","orange-11-1-sound-others-2.html","orange-practice/orange-11-1-sound-others-2.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-1-sound-others-2.html","日常生活與常見專有名詞常誤讀字(中)。"
"164","橘子形音義","九上","字音","(橘子)11-1[字音]常誤讀字-04其他(下)","orange-11-1-sound-others-3.html","orange-practice/orange-11-1-sound-others-3.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-1-sound-others-3.html","日常生活與常見專有名詞常誤讀字(下)。"
"165","橘子形音義","九上","字音","(橘子)11-2[字音]一字多音(上)","orange-11-2-sound-polyphone-1.html","orange-practice/orange-11-2-sound-polyphone-1.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-2-sound-polyphone-1.html","破音字與多音字在不同詞性及語境中的讀音(上)。"
"166","橘子形音義","九上","字音","(橘子)11-2[字音]一字多音(中)","orange-11-2-sound-polyphone-2.html","orange-practice/orange-11-2-sound-polyphone-2.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-2-sound-polyphone-2.html","破音字與多音字在不同詞性及語境中的讀音(中)。"
"167","橘子形音義","九上","字音","(橘子)11-2[字音]一字多音(下)","orange-11-2-sound-polyphone-3.html","orange-practice/orange-11-2-sound-polyphone-3.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-11-2-sound-polyphone-3.html","破音字與多音字在不同詞性及語境中的讀音(下)。"
"168","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-01","orange-12-1-meaning-polysemy-01.html","orange-practice/orange-12-1-meaning-polysemy-01.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-01.html","國中關鍵核心字詞多重語意延伸與文白對比-01。"
"169","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-02","orange-12-1-meaning-polysemy-02.html","orange-practice/orange-12-1-meaning-polysemy-02.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-02.html","國中關鍵核心字詞多重語意延伸與文白對比-02。"
"170","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-03","orange-12-1-meaning-polysemy-03.html","orange-practice/orange-12-1-meaning-polysemy-03.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-03.html","國中關鍵核心字詞多重語意延伸與文白對比-03。"
"171","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-04","orange-12-1-meaning-polysemy-04.html","orange-practice/orange-12-1-meaning-polysemy-04.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-04.html","國中關鍵核心字詞多重語意延伸與文白對比-04。"
"172","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-05","orange-12-1-meaning-polysemy-05.html","orange-practice/orange-12-1-meaning-polysemy-05.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-05.html","國中關鍵核心字詞多重語意延伸與文白對比-05。"
"173","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-06","orange-12-1-meaning-polysemy-06.html","orange-practice/orange-12-1-meaning-polysemy-06.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-06.html","國中關鍵核心字詞多重語意延伸與文白對比-06。"
"174","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-07","orange-12-1-meaning-polysemy-07.html","orange-practice/orange-12-1-meaning-polysemy-07.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-07.html","國中關鍵核心字詞多重語意延伸與文白對比-07。"
"175","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-08","orange-12-1-meaning-polysemy-08.html","orange-practice/orange-12-1-meaning-polysemy-08.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-08.html","國中關鍵核心字詞多重語意延伸與文白對比-08。"
"176","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-09","orange-12-1-meaning-polysemy-09.html","orange-practice/orange-12-1-meaning-polysemy-09.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-09.html","國中關鍵核心字詞多重語意延伸與文白對比-09。"
"177","橘子形音義","九上","字義","(橘子)12-1[字義]一字多義-10","orange-12-1-meaning-polysemy-10.html","orange-practice/orange-12-1-meaning-polysemy-10.html","https://oaoadna-1313.github.io/2026_practicetools/orange-practice/orange-12-1-meaning-polysemy-10.html","國中關鍵核心字詞多重語意延伸與文白對比-10。"
